[18:11:34] SERVER | 🔄 Loading environment configuration...
[18:11:34] SERVER | ✅ Loaded API keys from: /Users/dominikfoert/.ki_autoagent/config/.env
[18:11:34] SERVER | 
[18:11:34] SERVER | ====================================================================================================
[18:11:34] SERVER | [1m[96m🚀 KI AutoAgent v7.0 - STARTUP[0m
[18:11:34] SERVER | ====================================================================================================
[18:11:34] SERVER | Started: 2025-11-13 18:11:34
[18:11:34] SERVER | Python: 3.13.9
[18:11:34] SERVER | ====================================================================================================
[18:11:34] SERVER | 
[18:11:34] SERVER | 
[18:11:34] SERVER | [96m[1m🔄 STARTUP SEQUENCE INITIATED[0m
[18:11:34] SERVER | 
[18:11:34] SERVER | [1mStep 1: Checking Python Version...[0m
[18:11:34] SERVER |    ✅ Python 3.13.9
[18:11:34] SERVER | 
[18:11:34] SERVER | [1mStep 2: Checking Environment...[0m
[18:11:34] SERVER |    ✅ Environment file: /Users/dominikfoert/.ki_autoagent/config/.env
[18:11:34] SERVER | 
[18:11:34] SERVER | [1mStep 3: Checking Dependencies...[0m
[18:11:34] SERVER |    ✅ fastapi
[18:11:34] SERVER |    ✅ uvicorn
[18:11:34] SERVER |    ✅ websockets
[18:11:34] SERVER |    ✅ langgraph
[18:11:35] SERVER |    ✅ langchain_openai
[18:11:35] SERVER |    ✅ pydantic
[18:11:35] SERVER | 
[18:11:35] SERVER | [1mStep 4: Checking Port 8002...[0m
[18:11:35] SERVER | 
[18:11:35] SERVER | [96m[1m🔍 PORT STATUS[0m
[18:11:35] SERVER |    Host: localhost
[18:11:35] SERVER |    Port: 8002
[18:11:35] SERVER |    Status: [91m❌ IN USE[0m
[18:11:35] SERVER |    PID: 65299
[18:11:35] SERVER |    Process: /opt/homebrew/Cellar/python@3.13/3.13.9_1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
[18:11:35] SERVER | 
[18:11:35] SERVER | [1mStep 5: Cleaning up port if needed...[0m
[18:11:35] SERVER | 2025-11-13 18:11:35,720 - backend.utils.port_manager - WARNING - ⚠️ Port 8002 is in use
[18:11:35] SERVER | 
[18:11:35] SERVER | [93m[1m🔄 CLEANING UP EXISTING SERVER[0m
[18:11:35] SERVER |    Found process using port 8002:
[18:11:35] SERVER |    • PID: 65299
[18:11:35] SERVER |    • Command: /opt/homebrew/Cellar/python@3.13/3.13.9_1/Frameworks/Python.framework/Versions/3.13/Resources/Python.app/Contents/MacOS/Python
[18:11:35] SERVER |    • Status: running
[18:11:35] SERVER | 2025-11-13 18:11:35,861 - backend.utils.port_manager - INFO -    Sending SIGTERM to PID 65299...
[18:11:36] SERVER | 2025-11-13 18:11:36,066 - backend.utils.port_manager - INFO -    ✅ Process 65299 terminated gracefully
[18:11:36] SERVER |    ✅ Port 8002 is now available
[18:11:36] SERVER | 
[18:11:36] SERVER |    ✅ Port 8002 is available
[18:11:36] SERVER | 
[18:11:36] SERVER | [1mStep 6: Running Full Diagnostics...[0m
[18:11:36] SERVER | 
[18:11:36] SERVER | [1mStep 7: Checking for Deprecated Modules...[0m
[18:11:36] SERVER |    ℹ️  12 deprecated modules registered
[18:11:36] SERVER |       • CRITICAL: 3 (blocks startup if loaded)
[18:11:36] SERVER |       • ERROR:    5 (warns loudly)
[18:11:36] SERVER |       • WARNING:  4 (informational)
[18:11:36] SERVER | 2025-11-13 18:11:36,569 - backend.deprecation.validator - INFO - ✅ Import deprecation hook installed
[18:11:36] SERVER |    ✅ Import deprecation hook installed
[18:11:36] SERVER | 
[18:11:36] SERVER | [92m[1m✅ ALL CHECKS PASSED - READY TO START SERVER[0m
[18:11:36] SERVER | 
[18:11:36] SERVER | [96m[1m🚀 STARTING SERVER...[0m
[18:11:36] SERVER | 
[18:11:36] SERVER |     WebSocket: ws://localhost:8002/ws/chat
[18:11:36] SERVER |     Health Check: http://localhost:8002/health
[18:11:36] SERVER |     Diagnostics: http://localhost:8002/diagnostics
[18:11:36] SERVER | 
[18:11:36] SERVER | 2025-11-13 18:11:36,682 - faiss.loader - INFO - Loading faiss.
[18:11:36] SERVER | 2025-11-13 18:11:36,695 - faiss.loader - INFO - Successfully loaded faiss.
[18:11:36] SERVER | 2025-11-13 18:11:36,710 - backend.api.server_v7_mcp - INFO - ⚡ uvloop ENABLED: Event loop performance boosted
[18:11:36] SERVER | 2025-11-13 18:11:36,710 - backend.api.server_v7_mcp - INFO - ✅ Loaded API keys from: /Users/dominikfoert/.ki_autoagent/config/.env
[18:11:36] SERVER | 2025-11-13 18:11:36,710 - backend.utils.api_validator - INFO - 🔑 Validating API keys...
[18:11:38] SERVER | 2025-11-13 18:11:38,063 - httpx - INFO - HTTP Request: GET https://api.openai.com/v1/models "HTTP/1.1 200 OK"
[18:11:38] SERVER | 2025-11-13 18:11:38,066 - backend.utils.api_validator - INFO - ✅ OPENAI_API_KEY: Valid
